names,session,visit,lead,n_nmean,sdnn,rmssd,pnn50,ulf,vlf,lf,hf,lfhf,ttlpwr,ac,dc,samp_en,ap_en
cd68,2,1,LII,434.50801666666666,11.138465958333333,1.9793665712639399,0,2.2719665166666667,144.05136333333334,3.7183419249271914,4.174810833114741,0.66375,254.64505,-2.646422,2.4866235,2.040937,0.9520149041666667
cd68,7,2,aVF,462.1119,12.993554736842105,2.0485717450495575,0,13.358867885789474,133.06047842105264,4.286129111198333,4.8095216123007996,0.6047368421052631,346.18528947368424,-3.2092911578947367,3.202575736842105,2.0734863157894736,0.8312134263157894
cd68,7,2,aVL,462.2120157894737,20.06965947368421,3.2918697071704828,0.08427479789473684,12.914069089473683,140.29858315789474,4.260238107626115,4.975763541910621,0.5068421052631579,374.6926842105263,-4.271785789473684,4.648799894736842,2.702251947368421,0.4410102368421053
cd68,7,2,aVR,462.11732105263155,16.108777894736843,2.9064230650421825,0.02732439789473684,13.299426528947368,132.45676894736843,4.293418787050577,4.83030475266196,0.5973684210526315,349.46192631578947,-3.3897995789473683,3.321901789473684,2.6334776315789474,0.5563979947368421
cd68,7,2,LI,462.1078684210526,13.15199947368421,2.145363437855521,0,13.332296895263157,133.1488736842105,4.28057559903022,4.816858213118085,0.5963157894736842,346.4760210526316,-2.8552037368421055,3.0870435789473682,2.0513282105263158,0.7813810789473684
cd68,7,2,LII,462.1112157894737,13.002715263157894,2.0735584451617814,0,13.350976762631579,133.11350631578946,4.289161158088212,4.792221583924605,0.6157894736842106,344.18464210526315,-3.085889789473684,3.0866547368421053,2.0639333157894737,0.7915693894736842
cd68,7,2,LIII,462.1119105263158,12.970746315789473,2.0353937497258907,0,13.360693841052631,132.77394736842106,4.282545002912569,4.807608192786998,0.6047368421052631,345.4139947368421,-3.204270315789474,3.0343582631578947,2.320626210526316,0.8381820789473684
cd68,7,2,Vx,458.4667416666667,12.1058375,1.9850286518767772,0,15.728597925,109.17159583333333,4.151730480554287,4.6938311957112715,0.6,300.7923916666667,-3.1585575833333333,2.9636698333333333,1.9652610833333333,0.8850214666666667
cd68,9,3,aVF,413.3201352941176,13.402250588235294,1.9931579890946116,7.734347941176471e-4,28.146538538235294,234.95332088235295,4.494326886823473,4.0666122792368355,1.8302941176470588,422.3640970588235,-1.9411979411764706,1.8345106764705883,1.869205588235294,0.8880255647058823
cd68,9,3,aVL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cd68,9,3,aVR,413.3266823529412,21.168398529411764,3.3548642671366413,0.100553085,27.821981379411763,232.42598852941177,4.523164036108566,4.539183239186991,1.0858823529411765,454.33800882352944,-3.397802205882353,2.9718481470588234,1.9804353235294119,0.6652723529411765
cd68,9,3,LI,419.34356296296295,13.187491481481482,2.090609803160532,1.3717422222222223e-4,28.55508115185185,207.73579703703703,4.3937356140014145,4.184157397208286,1.395185185185185,393.4234074074074,-2.179746296296296,2.123419925925926,2.0322924814814813,0.8558972851851852
cd68,9,3,LII,413.31816470588234,13.429102352941177,1.9994501272282454,7.734347941176471e-4,28.18971585882353,235.06363382352941,4.4952359518752205,4.08258654717238,1.8052941176470587,423.64825,-1.8688490882352942,1.8869059411764706,1.911768794117647,0.8936204617647059
cd68,9,3,LIII,422.56866086956524,12.64754652173913,2.077235089415246,3.2511647826086957e-4,15.949958839130435,167.45206434782608,4.370844001323701,4.312100205862669,1.1495652173913042,345.7962739130435,-2.299414956521739,2.198498391304348,2.0177431739130434,0.8984831782608695
